GeneID:exonNumber	pval	adjp	Mock_control1	Mock_control2	METTL3_KD1	METTL3_KD2	log2FC
ENSG00000001461:E018	0.000158771858317031	0.040444148706432	2.51486685936587	0	12.1542413195592	10.2080399780324	4.29464897610605
ENSG00000003096:E008	5.31667440429873e-05	0.0169219295840457	7.54460057809761	8.62375102950265	33.8582436759148	25.9841017622643	2.42498952045497
ENSG00000003393:E018	0.00019760930800139	0.0475459185974848	17.6040680155611	16.2893075001717	3.47264037701691	0	-3.47753971147249
ENSG00000003436:E005	5.58773983783123e-06	0.00265638358020578	86.7629066481226	77.6137592655239	18.2313619793388	22.272087224798	-1.68285893377702
ENSG00000006453:E010	6.0633142684452e-07	0.000381887336647362	62.8716714841468	83.3629266185256	19.099522073593	18.5600726873317	-1.90385864199687
ENSG00000006611:E008	6.86677202738073e-05	0.0208257039104093	31.4358357420734	29.7040313238425	0	0	-31.2081185036039
ENSG00000007202:E036	7.37257446425943e-07	0.000443656333852736	178.555547014977	116.899736177703	22.5721624506099	21.3440835904314	-1.75713154364756
ENSG00000008294:E035	0.000165863373933539	0.0417694808821662	118.198742390196	111.150568824701	47.7488051839825	42.6881671808629	-1.10273895278558
ENSG00000008838:E024	3.97652488336453e-05	0.0134869999786509	28.9209688827075	32.5786150003434	6.94528075403381	8.35203270929925	-2.42510563107046
ENSG00000010017:E011	2.02899723689143e-08	2.00953154465e-05	44.0101700389027	47.9097279416814	6.94528075403381	3.71201453746633	-3.15322413763907
ENSG00000010292:E002	1.7922108241919e-10	2.86389265467801e-07	57.841937765415	85.2793157361929	8.68160094254227	5.5680218061995	-2.99789297746956
ENSG00000012983:E007	3.08519560288101e-06	0.00158133322224433	155.921745280684	169.600436913552	101.574731027745	103.008403414691	-1.06750533593113
ENSG00000012983:E008	1.05584500658118e-05	0.00458395832788731	67.9014052028785	96.7776504421964	39.0672042414402	41.7601635464963	-1.42419406627037
ENSG00000015479:E018	0	0	309.328623702002	343.991846621273	60.7712065977959	41.7601635464963	-2.40725036394962
ENSG00000023287:E005	1.41104593952557e-05	0.00585855182900225	85.5054732184396	42.1605605886796	12.1542413195592	14.8480581498653	-2.35792710464013
ENSG00000023287:E006	0.000155070337167218	0.0397946898448635	75.4460057809761	38.3277823533451	18.2313619793388	17.6320690529651	-1.78227955169741
ENSG00000023839:E018	3.48661282678631e-06	0.00177749952256308	196.159615030538	184.93154985489	54.6940859380163	64.0322507712943	-1.14070016124326
ENSG00000023909:E004	1.93567018637042e-05	0.00746619008721757	59.099371195098	49.8261170593487	72.0572878231008	86.3043379960923	-1.30541206032557
ENSG00000029725:E004	1.88913130694246e-08	1.88080330400819e-05	177.298113585294	156.185713089881	249.161947050963	273.761072138142	1.0524204230767
ENSG00000029725:E005	2.34892129080677e-08	2.31433251200639e-05	148.377144702586	123.607098089538	225.721624506099	220.864864979247	1.11885639677719
ENSG00000035687:E010	8.33315014341363e-05	0.0241557189782202	56.5845043357321	50.7843116181823	30.3856032988979	31.5521235684638	-1.5211097426225
ENSG00000039319:E014	0.000210776461138762	0.049728077291842	20.118934874927	14.3729183825044	49.4851253724909	41.7601635464963	1.67623087218076
ENSG00000044459:E005	6.40331378809478e-07	0.000398586157693645	111.911575241781	100.610428677531	26.0448028276268	19.4880763216983	-1.62314356544395
ENSG00000048052:E033	0.000207229554355148	0.0492526133905131	31.4358357420734	28.7458367650088	9.54976103679649	6.49602544056609	-2.08466607404096
ENSG00000050393:E005	1.66538893786594e-10	2.70672674911719e-07	101.852107804318	84.3211211773593	28.6492831103895	21.3440835904314	-2.16141183990142
ENSG00000050748:E012	1.52062901759287e-06	0.000833313466073269	103.109541234001	85.2793157361929	14.7587216023219	15.7760617842319	-1.78448351869586
ENSG00000051108:E004	1.01697983367899e-10	1.69637588783096e-07	76.7034392106591	86.2375102950265	11.2860812253049	12.0640472467656	-2.64442924005621
ENSG00000054267:E017	2.05197108316124e-05	0.00785554411137671	52.8122040466833	56.5334789711841	18.2313619793388	8.35203270929925	-1.91362209720162
ENSG00000055044:E003	0.000118821772608357	0.0322784437652286	176.040680155611	87.1957048538602	42.5398446184571	40.8321599121297	-1.81943573663172
ENSG00000057252:E005	7.78153370628587e-08	6.51859421374409e-05	89.2777735074884	67.073619118354	182.313619793388	219.008857710514	1.24693295324218
ENSG00000058272:E002	0.000184787814369702	0.0453990713241781	56.5845043357321	39.2859769121788	7.81344084828804	16.7040654185985	-1.84342504120463
ENSG00000063601:E011	9.49095809137379e-05	0.0269370389364098	75.4460057809761	67.073619118354	44.2761648069656	32.4801272028304	-1.32237545828209
ENSG00000064205:E011	2.00340177780589e-09	2.5740734815136e-06	155.921745280684	188.764328090225	314.27395412003	306.241199340973	1.06461172945376
ENSG00000065325:E003	7.18868187199462e-10	1.00513629956967e-06	22.6338017342928	12.4565292648372	43.4080047127113	51.9682035245287	2.76790860215044
ENSG00000065328:E001	0.000141655509216965	0.0372416403387371	0	0	9.54976103679649	7.42402907493267	33.6814841612115
ENSG00000066697:E020	2.20860796822375e-05	0.00838292363316352	59.099371195098	41.202366029846	168.42305828532	186.528730507683	1.03337494483503
ENSG00000067177:E001	7.96197996422165e-10	1.10513444236238e-06	196.159615030538	189.722522649058	79.0025685771346	72.3842834805935	-1.39347406147353
ENSG00000068400:E005	3.83527900993386e-07	0.000265203267625819	38.980436320171	23.9548639708407	98.1020906507276	98.3683852428579	1.65056528891861
ENSG00000068400:E027	1.7240594837431e-05	0.0068406139682549	0	0	11.2860812253049	16.7040654185985	29.3484834406816
ENSG00000070159:E001	0.000143235348228354	0.0375687549633206	130.773076687025	159.060296766382	75.5299282001177	49.1841926214289	-1.07710784449684
ENSG00000070961:E017	3.27311299841426e-07	0.000230521711686096	11.3169008671464	9.58194558833628	43.4080047127113	39.9041562777631	2.65314468751668
ENSG00000071082:E019	1.68233268427187e-07	0.000128995572006359	164.723779288465	177.265993384221	78.1344084828804	63.1042471369277	-1.26443573420584
ENSG00000071462:E009	1.11022302462516e-16	4.49186787056746e-13	269.090753952148	245.297807061409	73.7936080116093	72.3842834805935	-1.79597834369511
ENSG00000072506:E008	3.4868402609689e-09	4.25032416888029e-06	38.980436320171	37.3695877945115	7.81344084828804	3.71201453746633	-3.43919088504756
ENSG00000072518:E008	3.30613088850296e-06	0.00169001945563426	27.6635354530246	38.3277823533451	3.47264037701691	2.78401090309975	-3.13758673031056
ENSG00000072756:E006	6.45144299016298e-05	0.0198189579341424	12.5743342968294	18.2056966178389	53.8259258437621	38.0481490090299	1.84974945804653
ENSG00000074696:E005	1.74250800233366e-07	0.000132540734683106	94.3075072262202	126.481681766039	21.7040023563557	12.9920508811322	-2.26537116818093
ENSG00000075292:E018	0.000127025325446728	0.0340689447620577	33.9507026014393	25.871253088508	58.1667263150332	55.680218061995	1.46144745970092
ENSG00000076706:E016	6.11833694348363e-05	0.019010632622532	46.5250368982686	56.5334789711841	97.2339305564734	103.008403414691	1.19630685334034
ENSG00000077232:E011	3.11984605927407e-08	2.92248121645043e-05	140.832544124489	80.4883429420248	46.012484995474	46.4001817183292	-1.66013012187646
ENSG00000077942:E026	0.000188752291887417	0.0460827478728331	119.456175819879	127.439876324873	36.4627239586775	38.9761526433965	-1.10375847559779
ENSG00000077942:E027	1.11022302462516e-16	4.49186787056746e-13	1104.02655126162	1205.4087550127	376.781480906334	327.585282931404	-1.10637360607521
ENSG00000078369:E009	0	0	109.396708382415	132.230849119041	24.3084826391183	28.7681126653641	-2.77342904166336
ENSG00000079785:E020	0	0	178.555547014977	206.01183014923	27.7811230161353	20.4160799560648	-2.98505556966171
ENSG00000084623:E001	0	0	54.0696374763662	73.7809810301894	2.60448028276268	1.85600726873317	-4.9779048972267
